Voltage,Position
0.0,180.136
2.837987964284696,180.224
5.514958327457854,182.86399999999998
7.879029069035477,189.28799999999998
9.796071008606207,199.408
11.157317830659018,211.992
11.885537108359815,226.42399999999998
11.939412203775602,241.11999999999998
11.315886430714375,255.2
10.0503364805057,268.224
8.214565271144263,280.368
5.912728098579499,289.784
3.2754232262079053,296.736
0.4522821920392144,300.784
-2.396519766172887,301.4
-5.1093514987808675,298.584
-7.532296335488404,292.688
-9.527884783774027,282.91999999999996
-10.98289407145101,270.072
-11.814772014350465,255.464
-11.976320741139258,239.272
-11.458374536959717,222.992
-10.290319874323828,206.184
-8.538428126511423,190.16799999999998
-6.302095559535553,175.91199999999998
-3.708203932499372,163.856
-0.9039216663351927,155.84799999999998
1.951645982338606,152.67999999999998
4.696484002046434,154.0
7.174859796690217,159.10399999999998
9.246158913309465,168.344
10.79286301879645,180.39999999999998
11.72721748281832,194.48
11.9962102713996,209.70399999999998
11.584579665999284,225.808
10.51568016052636,242.26399999999998
8.850157408298088,257.488
6.682507397858265,271.216
4.1357150780942025,281.33599999999996
1.3542766184817854,286.352
-1.503998802771659,287.40799999999996
-4.2769425445590095,285.472
-6.8072273895210715,280.544
-8.951293745090176,271.91999999999996
-10.587494717219439,260.128
-11.622997933543571,250.976
-11.999052530445793,240.856
-11.694322473438927,224.488
-10.72609708981517,208.11999999999998
-9.149310132137373,191.928
-7.053423027509682,176.88
-4.557349146261625,163.944
-1.8027070694490845,154.70399999999998
1.0542143586089106,150.128
3.851323317686519,150.48
6.429921539747957,152.768
8.643708298654891,159.456
10.367081006314026,170.63199999999998
11.502261468208504,183.92
11.98484347927221,199.14399999999998
11.787447008744268,215.16
10.92127164821995,231.26399999999998
9.435461185639435,246.83999999999997
7.414315357084012,260.656
4.972506971919417,271.568
2.2485757750286903,278.69599999999997
-0.6029318181572324,280.89599999999996
-3.420231149639725,279.84
-6.043478419629151,275.52799999999996
-8.32383966975367,268.048
-10.131935106024187,257.13599999999997
-11.365179659936931,243.58399999999997
-11.95360330971807,228.184
-11.863820936854971,212.16799999999998
-11.100926482013504,195.44799999999998
-9.708203932499362,178.992
-7.764671538833328,163.416
-5.380598593080389,149.864
-2.6912491313925844,140.712
0.1507924786002131,136.664
2.9842786459782733,137.28
5.648447185983999,141.152
7.99214240921102,148.016
9.882391171541126,158.39999999999998
11.211947309479338,171.33599999999998
11.905376415773732,186.11999999999998
11.923335726240104,201.784
11.264806291846487,218.23999999999998
9.967150790349754,233.81599999999997
8.103993697452301,248.248
5.7810440892206,259.15999999999997
3.130098075478747,264.792
0.30156114532004125,270.248
-2.5440853190646564,271.216
-5.245389199811188,268.57599999999996
-7.649087876984298,262.328
-9.618803818450505,252.736
-11.042782168390433,239.712
-11.840231330494419,224.928
-11.965906803127368,208.91199999999998
